id,genre,track_name,artist_name,valence,energy
2tKKxF5LTNcSlVtrLSlaMD,acoustic,The General,DISPATCH,0.66,0.673
6vFUFJzXkbbW2YHWt3tIom,acoustic,Cowboys and Angels - Edit,Various Artists,0.403,0.639
2r07lezrHUPEuhhBYW9JnC,acoustic,World Spins Madly On,The Shirelles,0.337,0.361
3QAE7ypzhNZzQxOjKCGHD9,acoustic,"Nutshell - Live at the Majestic Theatre, Brooklyn, NY - April 1996",Alice In Chains,0.244,0.548
2UBRsk5jRJaGkpHtdEmOoe,acoustic,Eavesdrop - Alternate Version,The Civil Wars,0.27,0.212
53Pgsvu3qSYO2aXt5J2vcL,acoustic,Lego House,Ed Sheeran,0.565,0.637
0GNI8K3VATWBABQFAzBAYe,acoustic,Stay,Rihanna,0.125,0.31
4E6cwWJWZw2zWf7VFbH7wf,acoustic,Love Song,Sara Bareilles,0.573,0.786
25J4d78ESH2MgAJoIakB8O,acoustic,Lost In The Light,Bahamas,0.246,0.267
3zx0r0wtqxj6tlFL5PEWlq,acoustic,Unwritten (feat. Diamond White),Boyce Avenue,0.284,0.336
6MDTpYxPFL0wtFd0pjfKws,acoustic,Rhythm Of Love,Plain White T's,0.726,0.542
4JKHACLkotsxdKNF9vJYOS,acoustic,Nothing Arrived - Live from Spotify London,Villagers,0.42,0.415
45OfPYbQJEMq0kvKY5Yk4u,acoustic,Fall At Your Feet,Various Artists,0.141,0.512
1nuqzCMgj2lxZCmpdCmIGv,acoustic,A Lack of Color,Various Artists,0.357,0.337
2ZQyksYO4zzhyHNcueL0CP,acoustic,Home,Phillip Phillips,0.293,0.792
14rApQTKycs9gNg7hjm9m7,acoustic,White Blank Page,Mumford & Sons,0.299,0.398
45wfuvqHkskwqJsgFzC0ti,acoustic,The Worrying Kind,Maia Hirasawa,0.274,0.209
2XpeEJgRYnKl41tJia9ggT,acoustic,Thought Of You,Justin Bieber,0.521,0.718
5bSPF76iSpI5p00BALV8uo,acoustic,"Daughters - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,0.407,0.38
46XMysg4VurmyAQ28tshqz,acoustic,The Mess I Made,Parachute,0.173,0.591
7zkLpY72g6lKQbiHDqri1S,acoustic,Sunrise,Norah Jones,0.679,0.299
2TdzUeMGoQNKZlQcqWqhtK,acoustic,Blue Liquid,Andy McKee,0.768,0.469
7pTjoqX8Jf6OIq0YvBtkEC,acoustic,Over the Rainbow,Various Artists,0.0985,0.21
4cNjkFy1U24mrlbdHcc2Vq,acoustic,Waterfalls,ortoPilot,0.837,0.532
1KzxgnTo2nKbuiTlJPKCjc,acoustic,Whisper the Answer,Gregory and the Hawk,0.249,0.372
1ZXSLHLp5AJnCp12UXdYiO,acoustic,Sex On Fire,Alex Cornell,0.0568,0.408
1DWbTRHEL2x9sZmdagh2Su,acoustic,Hometown Glory (Live at Hotel Cafe),Adele,0.181,0.353
7BzhqmRj3iOZXqMHqiifHr,acoustic,Heartbeats,Various Artists,0.316,0.15
4eiWWDbWczW2GLqg6Lyg48,acoustic,Cups,Lulu & The Lampshades,0.767,0.854
1NdgDGYG4J827IvfeDgF4o,acoustic,Dear Mr. President,Various Artists,0.297,0.299
2V2pxcEfn5zs79sE7qcewA,acoustic,Now And Forever,Richard Marx,0.172,0.258
1CbPLR6Xjo2nc0Pf13N0RS,acoustic,Pink Moon,Nick Drake,0.446,0.255
1e8e7hIST31biEls05NZzD,acoustic,Timshel,Mumford & Sons,0.0885,0.256
3k9qjgu8zVKTEuJVJIYyc0,acoustic,Just Breathe,Pearl Jam,0.302,0.349
2FeUZsmNGWc3No6v9GCdST,acoustic,"Piazza, New York Catcher",Belle and Sebastian,0.82,0.309
3Xakb20OXM5ZArqHqPTpiZ,acoustic,Through The Dark,Alexi Murdoch,0.189,0.127
2hKdd3qO7cWr2Jo0Bcs0MA,acoustic,Drops of Jupiter (Tell Me),Train,0.497,0.638
2bbhyUWJ5VjdfI3P4PRLu2,acoustic,Samson,Regina Spektor,0.184,0.193
6jdNp4oX1y3iwXibaXxWph,acoustic,Counting Stars / The Monster (feat. Carly Rose Sonenclar),Boyce Avenue,0.44,0.44
3C5in0EVdoGepp5bA6lhlE,acoustic,Tee Shirt - Soundtrack Version,Birdy,0.557,0.341
6Fha6tXHkL3r9m9nNqQG8p,acoustic,Georgia,Vance Joy,0.401,0.66
6d0wEqM0jJTNv1asKflGGi,acoustic,Take Me to Church - Live From Spotify London,Hozier,0.287,0.217
0O36Yqb2aFcThBphczYoAY,acoustic,A Drop In The Ocean,Ron Pope,0.473,0.452
1WbYFNSUNn9fP1x0Z5DU95,acoustic,Riptide,MisterWives,0.362,0.677
0KTsmr6JOuhxZuiXUha1xC,acoustic,Beauty And A Beat,Justin Bieber,0.662,0.845
3guR6HQDbOhJq5r3AcEgBE,acoustic,Erase and Detach,Isbells,0.0927,0.0301
2QaaXYzEzLio3POCFCI19r,acoustic,Machines,Biffy Clyro,0.31,0.337
4FLvG5dzvorjI9USGay9wB,acoustic,Euphoria,Tyler Ward,0.272,0.624
3gqP2hxwgi6mb8FhtEe4zU,acoustic,The Wolves,Ben Howard,0.507,0.531
3GKZKaNY0Stt4swaxz83E5,acoustic,I Was Made for Loving You,Sue Ellen,0.0634,0.0684
5KL4iZkCTZyXl7KnHgfVDj,acoustic,"You Need Me, I Don't Need You",Ed Sheeran,0.927,0.837
6akbXZeXdrWWsG77ZD3cuD,acoustic,Believe,Justin Bieber,0.508,0.847
2xs5ckOM6y5ZhQCAokuKFP,acoustic,Teardrop,Newton Faulkner,0.161,0.213
2cDDOxigaHr1I2eevlvxV6,acoustic,What Are Words,Chris Medina,0.38,0.252
33DxDFhE06bRC5tdHkIxhj,acoustic,Gårdakvarnar och skit,Håkan Hellström,0.547,0.59
5oUV6yWdDM0R9Q2CizRhIt,acoustic,New Slang,The Shins,0.649,0.389
1uKzAldJYlwje9HstlwTie,acoustic,See You Soon,Coldplay,0.211,0.295
6gr1b9QdhEkAfGbq07dBSf,acoustic,Scene Three - Stomach Tied In Knots,Sleeping With Sirens,0.613,0.435
7tdXvaCZmWZJOrZE9zFXpr,acoustic,The Blower's Daughter,Damien Rice,0.0775,0.192
4I1BlAeZK4UBSCKoaz8vQS,acoustic,If I Had a Boat,James Vincent McMorrow,0.179,0.295
6Pw4WKCH1bfULx3vrxYMwe,acoustic,Moves Like Jagger,Tyler Ward,0.962,0.659
1cTmlIavpTMpGewqlvddOI,acoustic,Teardrop,Various Artists,0.341,0.555
277Q2UaF8FeL7WNWQgzdlk,acoustic,Place To Be,Nick Drake,0.432,0.234
70zapGEw5KQiHBhjNcGjzo,acoustic,Little Hell,City and Colour,0.186,0.415
6G0MfBXF1QlLpgP8pKngzs,acoustic,Shoreline - Radio Version,Anna Ternheim,0.201,0.108
4Q6Kuze3wNMQRjamyBjHUR,acoustic,Rivers and Roads,The Head And The Heart,0.161,0.194
3GMV7ltaBogDx7TGaCKsKr,acoustic,I Try,Ben Taylor,0.423,0.139
6wN5nWLgjEGmPwozDh2jwM,acoustic,Kiss Me,Jason Walker,0.33,0.184
3bhEeOaJWG0JDoF1hd2IUm,acoustic,Half of My Heart (feat. Savannah Outen),Boyce Avenue,0.811,0.759
60llRR1nZqjqGeUmfq700K,acoustic,Beneath Your Beautiful - Live at Spotify Amsterdam,Passenger,0.286,0.0602
1jJXixRlgZuqWlYwKM94Dz,acoustic,Under löven,Melissa Horn,0.547,0.428
1xoPZOO4yLXpAQwdzqhzCM,acoustic,Time After Time - Soundtrack,Smallville: The Talon Mix,0.203,0.186
2nGFzvICaeEWjIrBrL2RAx,acoustic,Put Your Records On,Corinne Bailey Rae,0.542,0.511
0VZ9xPNa6ROafP6GYYuv2S,acoustic,Marry Me,Train,0.492,0.269
5yzwVf8LUGkddE7wgPIy4v,acoustic,Feel so High,Various Artists,0.547,0.549
2izoqbHZCGaoFOO8vcc1hK,acoustic,Boyfriend,Alex G,0.741,0.737
6mM3zAPOuNkNDytJCDGz96,acoustic,Naïve - BBC Radio 1's Jo Whiley's Live Lounge,Lily Allen,0.43,0.258
6Vc5wAMmXdKIAM7WUoEb7N,acoustic,Say Something,A Great Big World,0.0765,0.147
634RgAT58WTgRQFoxOZd78,acoustic,Awake My Soul,Mumford & Sons,0.205,0.47
2Guz1b911CbpG8L92cnglI,acoustic,Your Guardian Angel,The Red Jumpsuit Apparatus,0.382,0.48
4AFBHrMN93QKtyQP5Pmz1t,acoustic,Perfect,Various Artists,0.598,0.432
121so7t3AeX6nLMvxy9ZP9,acoustic,Hide and Seek,Imogen Heap,0.103,0.179
7utRJ4BeYx85khzP3lKoBX,acoustic,Tears in Heaven,Eric Clapton,0.312,0.242
13yEuYLJYxPCLJR0KNOqpk,acoustic,High,James Blunt,0.446,0.602
48sFSF33FtU6vwTRBMJ6jZ,acoustic,That Should Be Me,Justin Bieber,0.289,0.632
7GILkDXz9y9x5KPHBKdrHA,acoustic,Spring för livet,Sara Varga,0.598,0.572
54JkQYApvJ6oan1kpJRKVS,acoustic,Wonderful World,Various Artists,0.596,0.679
3LHg768dEKqJKht2uPTlVR,acoustic,Ghosts,Laura Marling,0.75,0.368
6ERQqdIkr7Rp4tt52Eep6r,acoustic,The Look Of Love,Diana Krall,0.366,0.266
5GCgC77m6EaAqu7ZlukMu2,acoustic,Umbrella,Train,0.627,0.849
0W6jxWbCr1dggn7FSRiOlE,acoustic,Trouble,Ray LaMontagne,0.513,0.451
6mTnbyE5dsvXksrL86EbJU,acoustic,Handens fem fingrar,Lisa Nilsson,0.468,0.104
4VJgrWjrkodaGiq3xKz62z,acoustic,Sometimes (I Wish),City and Colour,0.135,0.467
1KqlVt63Q4bl1VdSlymr5C,acoustic,Riptide,Vance Joy,0.51,0.731
2APaWLyP3drx0CIodMhKHd,acoustic,Hey Ya!,The Blanks,0.293,0.262
7dwpf0RyAUlMuGvoEcN0Ly,acoustic,Things That Stop You Dreaming,Passenger,0.185,0.511
0FwkLxm84A5P3YNlZzfM0J,acoustic,One Love,Justin Bieber,0.206,0.622
4psC5agYNMRBscGeLTqhc3,acoustic,20 Years,The Civil Wars,0.346,0.296
4KSZnP1VFSaytKufyzNbDO,acoustic,The Power of Love,Gabrielle Aplin,0.214,0.297
12jjuxN1gxlm29cqL5M6MW,acoustic,I Got You,Jack Johnson,0.544,0.399
0zwL0IxW2DWeXtfN8PmlzV,afrobeat,Imidiwan Win Sahara,Tinariwen,0.826,0.68
5qHNCskW92UF7zOIARUtBw,afrobeat,Don't Look Back,Youssou N'Dour,0.422,0.366
1PuVnforHbeSrVCIktzOMb,afrobeat,Sebero,Issa Bagayogo,0.717,0.662
1nS5B50pKajeniz9fCMDnH,afrobeat,Sorrow Tears & Blood,Fela Kuti,0.827,0.78
2KO00cY85Xc87Ix7yeCCtl,afrobeat,Ledi Coumbe,Ali Farka Touré,0.755,0.449
2gK3Mp8XdNk4wtXyytQTC9,afrobeat,Dieuf Dieul,Cheikh Lô,0.768,0.579
00zYtjzUkQbpb90Uh7XSNP,afrobeat,Sala Keba,Staff Benda Bilili,0.617,0.59
2Hoakj7ynnOYZQFX4FpYIz,afrobeat,Nightwalk,JuJu (Justin Adams & Juldeh Camara),0.665,0.877
4SfxzVkGFzgW0U83Y8brVk,afrobeat,Yala,Oumou Sangaré,0.912,0.891
63FxESBpp9ZVzg2KrrKWQ8,afrobeat,Simbo,Ali Farka Touré,0.724,0.383
4ewr2YZx2pXsxDTC4mWFob,afrobeat,Grazing In The Grass,Hugh Masekela,0.935,0.71
71uMowNE0zT9M0FI8MoGBm,afrobeat,Fanta bourama,Various Artists,0.651,0.657
2Kn9cY1wz5ZDyBdSo0vvii,afrobeat,Gbagada Gbagada Gbogodo Gbogodo,Fela Kuti,0.818,0.635
5CFdHtJAlGttkKbAJjJEV7,afrobeat,Juru nani - feat. Kasse Mady Diabate,Bassekou Kouyate,0.925,0.59
5sAsx8AyENsvhtKwmCnm4F,afrobeat,Soukora,Ali Farka Touré,0.695,0.328
37pTPl9fc7hgSI7cO5GbOs,afrobeat,Akwaaba,Blitz The Ambassador,0.788,0.953
6ma7kNoIMwE9OgMwVhL3JH,afrobeat,Sawt El-wahuch (Le Chant Des Fauves),Terakaft,0.432,0.458
2ha70kafYrxpwKB2DHLTJT,afrobeat,Greetings,Various Artists,0.822,0.872
32Aw5BHq4KovKAMtUCpBpU,afrobeat,Dipita,Richard Bona,0.5,0.432
00pbW1N78AUv5s1jIQ13kN,afrobeat,Hommage a Tonton Ferrer,Orchestra Baobab,0.743,0.481
5WMgNq8IGWiXV7acTMMPvX,afrobeat,Ekaette (feat. Tekno),Iyanya,0.934,0.982
0tBRo4P60DgKmg4jt48upm,afrobeat,Bumpy Ride,Mohombi,0.826,0.854
7MR2EsOZadH0QaagQiHCbk,afrobeat,Hold You [Hold Yuh],Reggae Gold,0.494,0.632
4M90HjffovjuEZS0LdlIks,afrobeat,Icole,Oliver N'Goma,0.924,0.712
0bjb3fPJgElgBNEwQvGKxQ,afrobeat,Say You Love,P-Square,0.49,0.586
75fomtP3etOOIJDBAXVawy,afrobeat,Homeless (with Ladysmith Black Mambazo),Paul Simon,0.294,0.27
62zFEHfAYl5kdHYOivj4BC,afrobeat,International Love (feat. Chris Brown),Pitbull,0.648,0.855
5dQ0kTDZeO4BVWLNytsKuv,afrobeat,Jiin Ma Jiin Ma,Orchestra Baobab,0.714,0.548
3oJOtvPbyOqRPlFvspQP3o,afrobeat,Djuru,Amadou & Mariam,0.697,0.798
3N4gUEMXtxvDhPo5ifI5uX,afrobeat,Spirit of the Forest,Baka Beyond,0.968,0.568
1r8V85iUIeGJ5LOFcYbyEo,afrobeat,Umhome,Miriam Makeba,0.561,0.0278
7pnmp2jZvY0vRg6AYE5gi6,afrobeat,Bula Bula,Various Artists,0.842,0.742
4Pl8ViAolRF4rK8QBMhKd9,afrobeat,Redemption Song,Bob Marley & The Wailers,0.698,0.259
7vPKfwEsnAI5vVtuKQXK8l,afrobeat,Tenidagh Hegh Djeredjere,Tinariwen,0.677,0.707
3NsaHRbQrjK6SZLFn00gpO,afrobeat,Moussoulou,Various Artists,0.94,0.606
0xD5j25ttvjY93Ha1O1Nfj,afrobeat,Paper Loving,Various Artists,0.879,0.616
42IYxLRKGbjMXDy8yLNT7c,afrobeat,Sana,Kanda Bongo Man,0.887,0.89
5exD9A6t90JzdULiJgbk7i,afrobeat,Mansa,Rail Band,0.477,0.432
2x6ve8bJoOHEKljHZnlrGu,afrobeat,Carnival Long Ago,Sofrito,0.778,0.826
0PTsGBTTMJEnUTuKLbr6rn,afrobeat,Nibari,Various Artists,0.45,0.454
4ASD9pZQe6T1lwNfgIQTFT,afrobeat,Kukere Remix,Iyanya,0.86,0.93
72659TbS0PicXU00Zn5IAd,afrobeat,Sebeke,Amadou & Mariam,0.304,0.42
0mkC0No5KP4Ff7HXL7tVhx,afrobeat,The River Tune,Bassekou Kouyate,0.778,0.447
6WaNYNZz3DedFuaTDVHuBX,afrobeat,No Condition Is Permanent,Various Artists,0.756,0.716
6C6xlP5zYRhYSNI5ORl6Wd,afrobeat,Don't Dull,WizKid,0.925,0.799
2tKqgQjnGgcPNTDViorQyU,afrobeat,Utrus Horas,Orchestra Baobab,0.617,0.266
5ipni5g3JBMmFwWcUvIfFR,afrobeat,Barra,Habib Koité,0.969,0.522
7tCPzFrFqPCUSGoroZR0VE,afrobeat,Combattants,Amadou & Mariam,0.785,0.669
1D7QWJ0nQ4OrLHnEJEYOhC,afrobeat,4-4-44,Youssou N'Dour,0.468,0.77
4jvfzleLDS7kAcCzBurkQn,afrobeat,Clandestin,Fatoumata Diawara,0.522,0.319
4BBieNFNCCv70oHXk9zpNv,afrobeat,Malembe,Various Artists,0.721,0.793
1VN69USWYZV5vqfOqH63z3,afrobeat,Dakar Moon,Various Artists,0.805,0.676
27DHghk2tvT7427mDoZwgW,afrobeat,Yellow Fever,Fela Kuti,0.683,0.894
6S1cd5F5cpflZq6bAXQmg1,afrobeat,Nomvula (After the Rain),Freshlyground,0.418,0.295
6i2YA4WM3FqwyO7UX7XWbx,afrobeat,Zumba,Don Omar,0.838,0.9
37BTh5g05cxBIRYMbw8g2T,afrobeat,Rosanna,TOTO,0.739,0.513
2K15Edv21Uw9Cv5tBh8s9O,afrobeat,Bozos,Amadou & Mariam,0.935,0.774
3l33exrFeurvriZ5kfYHvH,afrobeat,Antenna,Fuse ODG,0.849,0.949
0IUYTmVDq3tmohilYghzt5,afrobeat,Bikowa,Orchestra Baobab,0.792,0.534
4Xjtbdoc3Y5V4O4hM9bUsF,afrobeat,Mamadou Diaby,Toumani Diabaté,0.774,0.551
2fA6J1uSMPjxnwRFg7iZIX,afrobeat,Aden Osamnat,Tinariwen,0.413,0.838
4kllrpe5aqUAjBobwsbOD3,afrobeat,Ngalula,Pompom Kuleta,0.943,0.927
13ZxF2d4gzN0Qnhr8gRkWe,afrobeat,He Lives In You (Reprise),Various Artists,0.524,0.344
7MJGB3W6xlzhuYLHcazBmy,afrobeat,Yori Yori,Various Artists,0.901,0.842
68uzjRbQBvQ5Te5wOJnbqK,afrobeat,Shakin' The Tree,Youssou N'Dour,0.825,0.639
7vRl1b2bJogXJ5pJyP70iz,afrobeat,Djama,Amadou & Mariam,0.879,0.876
20xuHeZxFvNZtX8bXnwd9M,afrobeat,Bouger bouger,Magic System,0.954,0.916
6pHwqpMn46FO8ElgM3U9Wc,afrobeat,Tameyawt,Tinariwen,0.659,0.154
27i5E9ok44Ymh7jtmN0OAy,afrobeat,Sabu Yerkoy,Ali Farka Touré,0.697,0.364
6UaRii9AH6Zss9xNMEQ2M9,afrobeat,Love The Way You Lie,Eminem,0.638,0.922
5ft8cAiZ0zvICdvry3Byc0,afrobeat,Olufunmi,Styl-Plus,0.749,0.676
29uoxjfhIdHFxuRn03T18W,afrobeat,Mizin,Ebo Taylor,0.893,0.841
6m9geVsbI6BsPZ6CESmK3c,afrobeat,Décalé Gwada,Jessy Matador,0.927,0.943
2cJJoWEccalRGAZO0PqQDi,afrobeat,New York City,Tabou Combo,0.808,0.859
2DrGFzrWGzAaIV3Q6vBOdC,afrobeat,Kadi Kadi,Ali Farka Touré,0.756,0.479
0nyJamnBVUQvjI0GcvMfbo,afrobeat,Listen to the Breeze,Chiwoniso,0.735,0.711
300DzFkBAgf9PgPbl0ta4o,afrobeat,Khona,Dschinghis Khan,0.448,0.655
3LZMPBsDMfp9Z2bO60Gm8a,afrobeat,Azonto,Various Artists,0.666,0.916
7ATa1G9YTRrJtUXFHFs88z,afrobeat,I Faram Gami I Faram,Mulatu Astatke,0.908,0.502
4M6FuBh0zCSLFgoJ2SAWuw,afrobeat,Jama ko,Bassekou Kouyate,0.904,0.665
5JetF2yqEh2GZBu5J5oe2t,afrobeat,Muchana (Zouk Love),Kanda Bongo Man,0.879,0.766
1mDZpgKx9Xpg6ijl9DvdA6,afrobeat,Sa Golo,Boubacar Traoré,0.634,0.769
5x4nvWADc7ySB2GwUaGCCm,afrobeat,Banga,Ali Farka Touré,0.6,0.672
28O4PwkH8bzARStxeL4pxL,afrobeat,Sexy Bitch (feat. Akon),David Guetta,0.853,0.633
07zDU6jmVdOoWUqloXPlK5,afrobeat,Jamm,Various Artists,0.903,0.667
4xIni3enaiOidNXyY0aGiu,afrobeat,Lanchi Biye with Tilahun Gessesse,Mulatu Astatke,0.371,0.194
2jHdpoUfgb1fALKARNCm9D,afrobeat,Assouf,Tinariwen,0.522,0.702
6NPVjNh8Jhru9xOmyQigds,afrobeat,Happy,Various Artists,0.962,0.757
69AnceY0jTW01E2VioUYWh,afrobeat,Otoolege,Ofori Amponsah,0.852,0.774
72I65ZHq5CvIxBttM71ane,afrobeat,Unissons Nous - feat. Keziah Jones,Amadou & Mariam,0.619,0.832
4ADxDfrGrTw6D1slX8wUVS,afrobeat,Redemption Song,Various Artists,0.572,0.529
6hOTreO6Wm7Con3alDgL2i,afrobeat,Mogo Te Diya Bee Ye,Oumou Sangaré,0.709,0.498
3CwGtCMsLZfkcdBGrufgk2,afrobeat,Breakthrough,Various Artists,0.526,0.836
55fC1vUs7mVzOH7RipVlXR,afrobeat,Palea,Dobet Gnahoré,0.603,0.453
5VAZqFBgO2KNRw6KXA7xMj,afrobeat,Weeping,Vusi Mahlasela,0.512,0.619
7ha7zYOryB0rpnMTa4S75U,afrobeat,Got 2 Luv U (feat. Alexis Jordan),Sean Paul,0.647,0.793
4qjPqmHjPr17SxXD4yTGUR,afrobeat,Eko Ile,Fela Kuti,0.828,0.747
4d4mfz1H6PsC9QPr1w8rfD,afrobeat,Sedjedo,Angelique Kidjo,0.854,0.705
0fSxmn4Sq2bfzKemOGeQv0,afrobeat,Madan - Remixed by Gekko,Salif Keita,0.632,0.817
60sz0jcrIVGFvYsXL5IYT6,afrobeat,If to Say,Various Artists,0.943,0.81
0nNVR2iDM3eVzEgMi78vQm,alt-rock,Let Me Go,3 Doors Down,0.491,0.863
7Fkrgtgwbx0RFdeE2OHMcA,alt-rock,We Don't Need Money to Have a Good Time,The Subways,0.707,0.917
6P98yCrDAOq32mjR2iCfDI,alt-rock,Slow Slow Fly,The Presidents Of The United States Of America,0.861,0.559
3SfDxn0bNbjEoPXhYj3rbH,alt-rock,FOH,Superchunk,0.832,0.954
43ncKp8gVEEKQ0HM9XI8pw,alt-rock,Crazy B*tch,Buckcherry,0.679,0.974
2mRlBUQVUgWFEN3HUN21tC,alt-rock,Something Beautiful,Oleander,0.465,0.958
7FhBSLKkjTFTcqsnDFye9d,alt-rock,Change,Blind Melon,0.527,0.555
6fXMBtWjjUKv6ABTDPdBMS,alt-rock,The Moment,Toad The Wet Sprocket,0.43,0.795
1RcuH4tHokXAtrkK6OrT7B,alt-rock,The Missing,Deerhunter,0.514,0.826
3VsYJCWecqxdwAN2Xu3cL5,alt-rock,Game Of Pricks,Guided By Voices,0.347,0.866
78CA8f1v6YNddjyXzizA7h,alt-rock,"It's Alright, It's OK",Primal Scream,0.546,0.973
3zOvCNuRh0hX0Bua4eWJbs,alt-rock,Low,Cracker,0.444,0.676
1Wqhdu7qwp3BNsQMremovv,alt-rock,Devil,Ours,0.213,0.567
5wuqDwSGJxrA5DOXy8rkMI,alt-rock,Oh! Sweet Nuthin',The Velvet Underground,0.564,0.497
6slHG4DP46wkmQsy0jNOWl,alt-rock,White Elephant,Volcano Suns,0.434,0.884
084eENRLEaLFYb74I5uUCZ,alt-rock,Last Night I Dreamt That Somebody Loved Me - 2008 Remaster,The Smiths,0.136,0.751
6LxszpIXLH0spTVFZo1Fe5,alt-rock,Hunter Eats Hunter,Chevelle,0.138,0.852
3Bu9QGKHQrtsWS5CoS1dbl,alt-rock,Bright Yellow Gun,Throwing Muses,0.465,0.968
0W7AbEauB7cP4pidLclApe,alt-rock,Hunger Strike,Temple Of The Dog,0.298,0.567
2V4Bc2I962j7acQj1N0PiQ,alt-rock,Celebrity Skin,Hole,0.723,0.905
1nMTZpPK7y79YmNUJnCMS7,alt-rock,A.M. 180,Grandaddy,0.211,0.421
7ntFauqtpmkbQlDL81spYo,alt-rock,New Moon Rising,Wolfmother,0.206,0.92
2KArbNRAnfGcnZ1gSYhVy5,alt-rock,The Drugs Don't Work,The Verve,0.157,0.498
6rqkwoZu5oX5hugeyiJCM8,alt-rock,Follow You Down,Gin Blossoms,0.68,0.924
2rFT9auiubp7nlaX7wknwI,alt-rock,Patty Lee,Les Savy Fav,0.776,0.923
0XZwpwtV9Vk48Ykzb7KIsj,alt-rock,Energy,The Apples In Stereo,0.637,0.867
5kwVVnZ8ZjJanBbGmrbHsb,alt-rock,She Builds Quick Machines,Velvet Revolver,0.673,0.883
25v0BWRi70dzoJ2jylOK9v,alt-rock,Hey Jane,Spiritualized,0.325,0.946
4VQcmzxaGAJRHufuiLxCAe,alt-rock,Add It Up,Violent Femmes,0.649,0.763
2HaUEu0wAO5AOT0UB3i0LO,alt-rock,Living In A Dream,Finger Eleven,0.71,0.922
1zOe3hc0NEaynHhXGZq83I,alt-rock,Bellbottoms,The Jon Spencer Blues Explosion,0.448,0.882
5LnDh6oNBR8jkdMTmqbL4h,alt-rock,All I Know,Screaming Trees,0.451,0.913
1OFvNaRHw4QkUzWf1aZw1V,alt-rock,Scooby Snacks,Fun Lovin' Criminals,0.336,0.563
1ftipfHchfh3Ke8PnPCu0B,alt-rock,Undeniable,Better Than Ezra,0.966,0.787
6zeDYmP3ARpURvpK29Q09P,alt-rock,Someday,Sugar Ray,0.938,0.682
6mH3sA9TMhgALjjWO0LXW2,alt-rock,1000hp,Godsmack,0.429,0.955
4R7Qay92W6pX5FGlSOHPl4,alt-rock,American Music,Violent Femmes,0.795,0.704
4Ze0s4HrArYiz2P6l8qqxh,alt-rock,Pretty Baby,Brendan Benson,0.512,0.439
3RD6AMDIgly2CO5nrqUnmc,alt-rock,Brave Captain,fIREHOSE,0.766,0.826
7wvrr5PXgetOyljccwpKnD,alt-rock,Benediction,Thurston Moore,0.556,0.481
797NMFvQ1wbPr18I6VEgPz,alt-rock,I Will,Sebadoh,0.671,0.859
5s8zZQ9G7XOoJygkfCHQ2h,alt-rock,Where I'm From,Eels,0.743,0.538
2TTAPkrGQQOZkaUTUlt21Q,alt-rock,Strange,Galaxie 500,0.626,0.844
4RRPkJgFcmB4AVyVxN2zrb,alt-rock,Amy aka Spent Gladiator 1,The Mountain Goats,0.832,0.834
1G8g2LoR09NtrG4y8NQcJL,alt-rock,Ashes to Ashes,Faith No More,0.358,0.866
4m1cUjNq5ptDQ5TN9ce9QH,alt-rock,Lucy in the Sky with Diamonds (feat. Miley Cyrus & Moby),The Flaming Lips,0.0816,0.667
7kF1iPJTj3VFJX9XokQ80F,alt-rock,Slither,Velvet Revolver,0.268,0.974
0eKCfj7xCuJNoYrLlSJe59,alt-rock,"Touch, Peel And Stand",Days Of The New,0.825,0.622
4VYc3oR2FH4ea4HYn07fBF,alt-rock,Green Utopia,The Vines,0.851,0.81
3Xs2N8U8Zf1e45PnExkPTy,alt-rock,Simple Machine,Guster,0.781,0.794
7c1Dar0pIAW7w5TzaGjt9t,alt-rock,Jane Says,Jane's Addiction,0.496,0.597
6DzrElyy0I3nqqInJRPXfz,alt-rock,Houston Hades,Stephen Malkmus & The Jicks,0.692,0.525
2GHYJ0dhVds3PODKnTdiGE,alt-rock,All I Want,Toad The Wet Sprocket,0.622,0.811
2Cla3UoHpM6u92PeGzBytm,alt-rock,Popular Mechanics For Lovers,Beulah,0.767,0.69
53LZqMzQEnjBkFXPqOq0cD,alt-rock,Connection,Elastica,0.882,0.694
7rbCL7W893Zonbfnevku5s,alt-rock,I Need My Girl,The National,0.106,0.438
0E81UOGvTqck6jrS0QCOhF,alt-rock,Man On the Run,Bush,0.277,0.827
0EUNW9VyHpPPYwENunwz3A,alt-rock,Bring 'Em Down,lostprophets,0.461,0.966
36n3OdHmEJqvWl5Ut2pDtF,alt-rock,Little Black Backpack,Stroke 9,0.311,0.778
1IAxdqQ3fUpH8i2iUIPhfp,alt-rock,"Lover, You Should've Come Over",Jeff Buckley,0.168,0.604
1fvGs20dhb5eyiAurPO75y,alt-rock,Push And Shove,No Doubt,0.513,0.897
6uhwUETYlW4FUF8ZU7PEMD,alt-rock,Bleed Out,Blue October,0.203,0.803
22N2t0FKbzllN3cyKcLcJs,alt-rock,Shelf In The Room,Days Of The New,0.336,0.594
0sN5bVcf5W4Dq8kop1HqdR,alt-rock,Everyone's On Tour,Nada Surf,0.432,0.917
5fxfwjQ1OmbnkOlg39HsSO,alt-rock,I Got A Girl,Tripping Daisy,0.686,0.838
1GM0KQbf5fGB0PmiRL3n2V,alt-rock,Walkin' On The Sun,Smash Mouth,0.967,0.973
